",""Species"",""Diel_activity"",""Habitat_breadth_IUCN"",""Forest"",""Savanna"",""Shrubland"",""Grassland"",""Wetland"",""Rocky.areas"",""Caves.and.subterranean"",""Desert"",""Marine"",""Marine.intertidal.or.coastal.supratidal"",""Artificial"",""Introduced.vegetation"",""Class"",""Order"",""Family"",""Genus"",""logBM"",""logLongevity"",""logClutchSize"",""Herbivore"",""Omnivore"",""Carnivore"""
"1241,""Thallomys paedulcus"",""Other"",0,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Thallomys"",4.37071287477361,7.15334501912618,1.14740245283754,1,0,0"
"1242,""Thryonomys gregorianus"",""Nocturnal"",1.09861228866811,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Thryonomyidae"",""Thryonomys"",7.82418800077525,5.71826049343685,1.0681530811834,1,0,0"
"1243,""Thryonomys swinderianus"",""Nocturnal"",1.94591014905531,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Thryonomyidae"",""Thryonomys"",8.15059344486992,7.47887605853188,1.35583515363518,1,0,0"
"1244,""Tragelaphus imberbis"",""Nocturnal"",1.09861228866811,""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Tragelaphus"",11.3205535723228,8.8553861689989,0,1,0,0"
"1245,""Tragelaphus scriptus"",""Nocturnal"",2.63905732961526,""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Tragelaphus"",10.6747615296604,8.52214756487474,0,1,0,0"
"1246,""Vansonia rueppellii"",""Nocturnal"",1.09861228866811,""0"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Vansonia"",1.95586047990848,8.68971444539566,0.678033542749897,0,0,1"
"1247,""Zelotomys hildegardeae"",""Nocturnal"",2.19722457733622,""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Zelotomys"",4.05369616374429,5.36158554932669,1.74919985480926,0,0,1"
"1248,""Mustela vison"",""Nocturnal"",1.79175946922805,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Mustela"",7.00306545878646,8.33385311610835,1.56024766824333,0,0,1"
"1249,""Rattus norvegicus"",""Nocturnal"",1.6094379124341,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Muridae"",""Rattus"",5.64505812950319,7.50967767314201,2.18857617638218,0,0,1"
"1250,""Aeorestes cinereus"",""Nocturnal"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Aeorestes"",3.25924971900647,7.98556944501296,0.683096844706444,0,0,1"
"1251,""Canis latrans"",""Nocturnal"",2.83321334405622,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Canidae"",""Canis"",9.3917531826521,8.98401990445123,1.73386549080915,0,0,1"
"1252,""Castor canadensis"",""Other"",1.6094379124341,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Castoridae"",""Castor"",9.89989786731859,8.85480763261623,1.27815220250019,1,0,0"
"1253,""Condylura cristata"",""Other"",1.79175946922805,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Talpidae"",""Condylura"",3.95412418144678,6.99919433929892,1.59025509301733,0,0,1"
"1254,""Dicrostonyx hudsonius"",""Nocturnal"",1.09861228866811,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Dicrostonyx"",4.04305126783455,5.49511694302264,1.24990173621434,1,0,0"
"1255,""Erethizon dorsatus"",""Other"",2.33081615333487,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Erethizontidae"",""Erethizon"",8.9399823675326,8.9626556341061,0,1,0,0"
"1256,""Glaucomys sabrinus"",""Nocturnal"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Sciuridae"",""Glaucomys"",4.99721227376411,8.5099671463245,1.09861228866811,0,1,0"
"1257,""Lepus americanus"",""Nocturnal"",1.94591014905531,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",7.35782402218589,7.98002359231065,1.24559447901676,1,0,0"
"1258,""Lepus arcticus"",""Nocturnal"",1.38629436111989,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Lagomorpha"",""Leporidae"",""Lepus"",8.39050461891929,7.8465743318368,1.56653041142282,0,1,0"
"1259,""Lontra canadensis"",""Nocturnal"",3.17805383034795,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Lontra"",8.99806504695189,9.14509048676451,0.982078472412158,0,1,0"
"1260,""Lynx canadensis"",""Nocturnal"",1.6094379124341,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Felidae"",""Lynx"",9.1619937844121,9.1871986561235,1.08518926833597,0,0,1"
"1261,""Marmota monax"",""Other"",1.94591014905531,""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Sciuridae"",""Marmota"",8.24320887488665,8.38480400337049,1.45861502269952,0,1,0"
"1262,""Martes americana"",""Nocturnal"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Carnivora"",""Mustelidae"",""Martes"",6.79346613258001,8.84502102979725,0.980204057617808,0,1,0"
"1263,""Mephitis mephitis"",""Nocturnal"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Mephitidae"",""Mephitis"",7.78321984966069,8.48347553095567,1.68639895357023,0,1,0"
"1264,""Microtus chrotorrhinus"",""Nocturnal"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Microtus"",3.66343343278246,6.66865503366661,1.27396517614597,1,0,0"
"1265,""Microtus pennsylvanicus"",""Nocturnal"",2.19722457733622,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Microtus"",3.65195610000934,5.81365280579186,1.63119940421561,1,0,0"
"1266,""Myodes gapperi"",""Nocturnal"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Myodes"",3.05941105021717,6.41148980654748,1.6653455443724,0,1,0"
"1267,""Myotis lucifugus"",""Nocturnal"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Chiroptera"",""Vespertilionidae"",""Myotis"",2.03470564783844,9.42694257524697,0,0,0,1"
"1268,""Napaeozapus insignis"",""Nocturnal"",1.09861228866811,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Napaeozapus"",3.10234200861225,7.2868764117507,1.49962304642689,0,1,0"
"1269,""Odocoileus virginianus"",""Nocturnal"",3.8286413964891,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""Mammalia"",""Artiodactyla"",""Cervidae"",""Odocoileus"",11.0870535470844,9.03607626655996,0.494696241836107,1,0,0"
"1270,""Ondatra zibethicus"",""Other"",2.07944154167984,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Ondatra"",6.90570818511451,8.20316714362485,1.86910623843068,1,0,0"
"1271,""Ovibos moschatus"",""Other"",0,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Artiodactyla"",""Bovidae"",""Ovibos"",12.6961868509745,9.12409233993193,0.00995033085316809,1,0,0"
"1272,""Peromyscus maniculatus"",""Nocturnal"",2.56494935746154,""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Peromyscus"",3.02042488614436,8.0185019802862,1.54489939129653,1,0,0"
"1273,""Phenacomys ungava"",""Nocturnal"",0.693147180559945,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Phenacomys"",3.39282913199164,7.2868764117507,1.56129753710617,1,0,0"
"1274,""Sorex arcticus"",""Other"",1.09861228866811,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Sorex"",2.10291389786498,6.30604715873897,1.8961194845523,0,0,1"
"1275,""Sorex cinereus"",""Other"",1.79175946922805,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Sorex"",1.53901544813755,6.55125174892263,1.87103265012256,0,0,1"
"1276,""Sorex palustris"",""Nocturnal"",1.6094379124341,""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Soricomorpha"",""Soricidae"",""Sorex"",2.57031952763613,6.30604715873897,1.708377860289,0,0,1"
"1277,""Synaptomys borealis"",""Nocturnal"",1.38629436111989,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Synaptomys"",3.05870707271538,7.32950828279673,1.45919624910356,1,0,0"
"1278,""Synaptomys cooperi"",""Nocturnal"",1.6094379124341,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Cricetidae"",""Synaptomys"",3.46323277258161,6.81687278250496,1.14819578885694,1,0,0"
"1279,""Tamias striatus"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Mammalia"",""Rodentia"",""Sciuridae"",""Tamias"",4.71760561531788,8.1515315593144,1.43983512804792,0,1,0"
"1280,""Tamiasciurus hudsonicus"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Sciuridae"",""Tamiasciurus"",5.30415032174048,8.38548870041881,1.40241374299977,1,0,0"
"1281,""Ursus americanus"",""Other"",2.99573227355399,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Mammalia"",""Carnivora"",""Ursidae"",""Ursus"",11.6127707999399,9.386252543557,0.886861921183343,0,1,0"
"1282,""Zapus hudsonius"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Mammalia"",""Rodentia"",""Dipodidae"",""Zapus"",2.91397977168173,7.56760417414057,1.67896397508271,0,1,0"
"1283,""Ablepharus bivittatus"",""Other"",1.38629436111989,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Ablepharus"",1.4776374006737,8.10164739093321,1.38638648449172,0,0,1"
"1284,""Ablepharus budaki"",""Other"",1.09861228866811,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Ablepharus"",0.693147180559945,7.91403958251309,1.25276296849537,0,0,1"
"1285,""Ablepharus chernovi"",""Other"",1.09861228866811,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Ablepharus"",1.06471073699243,8.08626809213931,1.25279975947348,0,0,1"
"1286,""Ablepharus kitaibelii"",""Other"",1.38629436111989,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Ablepharus"",0.894045122926835,7.15334501912618,1.32175583998232,0,0,1"
"1287,""Ablepharus pannonicus"",""Other"",1.64689359037174,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Ablepharus"",1.13559963906919,7.46784139405151,1.38634042386664,0,0,1"
"1288,""Acanthodactylus boskianus"",""Other"",1.79129282247066,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Acanthodactylus"",2.63547950826737,7.56828887118889,1.50407739677627,0,0,1"
"1289,""Acanthodactylus erythrurus"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Acanthodactylus"",2.61656659334209,6.64251939536019,1.34807314829969,0,0,1"
"1290,""Acanthodactylus grandis"",""Other"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Acanthodactylus"",3.21579001403607,8.14454442291659,1.76547271027279,0,0,1"
"1291,""Acanthodactylus harranensis"",""Other"",1.93591620547312,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Acanthodactylus"",2.97152652796709,8.25173188556321,1.59126213869775,0,0,1"
"1292,""Acanthodactylus schreiberi"",""Other"",0.693147180559945,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Acanthodactylus"",2.90553400563584,7.22233789061313,1.02971605358694,0,0,1"
"1293,""Algyroides fitzingeri"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Algyroides"",0.781090314017513,8.19133997761793,0.916290731874155,0,0,1"
"1294,""Algyroides marchi"",""Other"",1.09861228866811,""1"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Algyroides"",1.25383649770316,8.11100631769116,0.916244671249081,0,0,1"
"1295,""Algyroides moreoticus"",""Other"",1.09861228866811,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Algyroides"",0.998791953385899,8.1197855346858,1.3609765531356,0,0,1"
"1296,""Algyroides nigropunctatus"",""Other"",2.07944154167984,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Algyroides"",1.57241899371147,6.73349117356591,1.44691898293633,0,0,1"
"1297,""Alsophylax pipiens"",""Nocturnal"",1.6094379124341,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Gekkonidae"",""Alsophylax"",0.230000000000002,7.15334501912618,0.405465108108164,0,0,1"
"1298,""Anatololacerta anatolica"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Anatololacerta"",2.01231042042764,8.20316714362485,1.65822807660353,0,0,1"
"1299,""Anatololacerta danfordi"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Anatololacerta"",2.08633091762131,8.46553140809235,1.70479104846819,0,0,1"
"1300,""Anguis cephallonica"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Anguidae"",""Anguis"",4.32885997482881,9.88956609719508,2.24918431626693,0,0,1"
"1301,""Anguis fragilis"",""Other"",2.20715285260053,""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Anguidae"",""Anguis"",9.37828970366734,9.56670076248984,2.97996904440075,0,0,1"
"1302,""Apathya cappadocica"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Apathya"",2.31870318864501,7.84649219968612,1.60947244681476,0,0,1"
"1303,""Archaeolacerta bedriagae"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Archaeolacerta"",2.61573666564124,6.99919433929892,1.50404858274371,0,1,0"
"1304,""Asaccus elisae"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Phyllodactylidae"",""Asaccus"",1.97369829862713,8.38374551528739,0.405465108108164,0,0,1"
"1305,""Blanus cinereus"",""Other"",1.79175946922805,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Blanidae"",""Blanus"",2.41520292781111,8.67317077287059,0.405465108108164,0,1,0"
"1306,""Blanus strauchi"",""Other"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Blanidae"",""Blanus"",1.79175946922805,7.7411316840283,0.405465108108164,0,0,1"
"1307,""Chalcides bedriagai"",""Other"",1.94591014905531,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Chalcides"",2.99684965589106,8.2683847277394,1.08180517035173,0,0,1"
"1308,""Chalcides chalcides"",""Other"",1.94591014905531,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Chalcides"",3.53216553265287,8.09780662796703,1.97408102602201,0,0,1"
"1309,""Chalcides ocellatus"",""Other"",1.99808114167348,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Chalcides"",3.66612246699132,8.53963938024607,1.90954250488444,0,1,0"
"1310,""Chalcides sexlineatus"",""Other"",1.94591014905531,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Chalcides"",3.03495298670727,8.31166973250236,1.26694760348732,0,0,1"
"1311,""Chalcides simonyi"",""Other"",1.79175946922805,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Chalcides"",4.58674950524414,8.53963938024607,1.70474809223843,0,1,0"
"1312,""Chalcides striatus"",""Other"",1.94591014905531,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Chalcides"",3.53216553265287,8.53963938024607,1.99129315490313,0,0,1"
"1313,""Chalcides viridanus"",""Other"",2.30258509299405,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Scincidae"",""Chalcides"",3.89136880715994,8.28230584701627,1.19392246847243,0,1,0"
"1314,""Chamaeleo africanus"",""Other"",1.79175946922805,""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Reptilia"",""Squamata"",""Chamaeleonidae"",""Chamaeleo"",4.99623490040122,6.48836871553293,3.52636052461616,0,1,0"
"1315,""Chamaeleo chamaeleon"",""Other"",1.6094379124341,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Chamaeleonidae"",""Chamaeleo"",3.59703825044836,7.46919796854465,3.16547504814109,0,1,0"
"1316,""Coronella austriaca"",""Other"",1.79175946922805,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Coronella"",4.19720194766181,8.38548870041881,2.16905370036952,0,0,1"
"1317,""Coronella girondica"",""Nocturnal"",1.79175946922805,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Colubridae"",""Coronella"",4.19720194766181,8.67317077287059,2.06686275947298,0,0,1"
"1318,""Cyrtopodion scabrum"",""Nocturnal"",1.38629436111989,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Gekkonidae"",""Cyrtopodion"",1.02961941718116,7.2868764117507,0.6830619626922,0,0,1"
"1319,""Dalmatolacerta oxycephala"",""Other"",1.38629436111989,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Dalmatolacerta"",1.81807677754543,7.2486551989305,1.22382397692634,0,0,1"
"1320,""Darevskia alpina"",""Other"",1.09861228866811,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.98980709094211,7.83432259546226,1.38638648449172,0,0,1"
"1321,""Darevskia armeniaca"",""Other"",1.38629436111989,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.31848868410291,7.60533014286923,1.38638648449172,0,0,1"
"1322,""Darevskia bendimahiensis"",""Other"",0.693147180559945,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.79043492161898,7.89513735423977,0.693112647371867,0,0,1"
"1323,""Darevskia brauneri"",""Other"",1.94591014905531,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.93211939140084,8.46553140809235,1.38629436111989,0,0,1"
"1324,""Darevskia caucasica"",""Other"",1.38629436111989,""1"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.94694910802189,6.99919433929892,1.38638648449172,0,0,1"
"1325,""Darevskia chlorogaster"",""Other"",0,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",2.01993478266813,8.16959189338687,1.87177142209486,0,0,1"
"1326,""Darevskia clarkorum"",""Other"",1.09861228866811,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",2.02814824729229,8.38548870041881,1.44898836077867,0,1,0"
"1327,""Darevskia daghestanica"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.52403457282039,7.74485465030095,1.09861228866811,0,0,1"
"1328,""Darevskia dahli"",""Other"",1.79175946922805,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.67207496724234,7.69234151985886,1.25283654909806,0,0,1"
"1329,""Darevskia derjugini"",""Other"",1.38629436111989,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.67428888475372,7.98002359231065,1.50406298986377,0,0,1"
"1330,""Darevskia dryada"",""Other"",0.693147180559945,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",2.17475172148416,8.09780662796703,1.50458156377823,0,0,1"
"1331,""Darevskia lindholmi"",""Other"",1.8350352895595,""1"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",2.28097181013747,7.26844418431327,1.38634042386664,0,0,1"
"1332,""Darevskia mixta"",""Other"",1.38629436111989,""0"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.76197879793274,7.69053478463612,1.09861228866811,0,0,1"
"1333,""Darevskia parvula"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.51442179234351,7.98002359231065,1.09856334786746,0,0,1"
"1334,""Darevskia portschinskii"",""Other"",0.693147180559945,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.24703229378638,7.40465944740708,1.25283654909806,0,0,1"
"1335,""Darevskia praticola"",""Other"",1.45072477949637,""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.48896772144793,8.04651333357948,1.59483786618656,0,0,1"
"1336,""Darevskia raddei"",""Other"",1.38629436111989,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Reptilia"",""Squamata"",""Lacertidae"",""Darevskia"",1.57510595324984,7.40465944740708,1.38634042386664,0,0,1"
